Date,Noncommercial Long,Noncommercial Short
2015-12-01,94931.0,37901.0
2015-12-08,95769.0,40365.0
2015-12-15,98261.0,34655.0
2015-12-22,84218.0,36242.0
2015-12-29,96296.0,34889.0
2016-01-05,84273.0,48283.0
2016-01-12,85366.0,52140.0
2016-01-19,72559.0,43226.0
2016-01-26,70910.0,40793.0
2016-02-02,71220.0,49607.0
2016-02-09,66636.0,57049.0
2016-02-16,59447.0,59451.0
2016-02-23,58317.0,54959.0
2016-03-01,63414.0,48999.0
2016-03-08,65841.0,58093.0
2016-03-15,51528.0,55845.0
2016-03-22,58916.0,51416.0
2016-03-29,72574.0,52020.0
2016-04-05,71245.0,42308.0
2016-04-12,76110.0,38454.0
2016-04-19,88783.0,38513.0
2016-04-26,78477.0,41231.0
2016-05-03,72479.0,63420.0
2016-05-10,55127.0,64880.0
2016-05-17,45752.0,53438.0
2016-05-24,71648.0,41545.0
2016-05-31,97295.0,42793.0
2016-06-07,99533.0,36549.0
2016-06-14,119422.0,35006.0
2016-06-21,104524.0,27640.0
2016-06-28,80590.0,33904.0
2016-07-05,78626.0,33773.0
2016-07-12,103396.0,31829.0
2016-07-19,123799.0,28665.0
2016-07-26,146264.0,27529.0
2016-08-02,160071.0,30000.0
2016-08-09,159586.0,29794.0
2016-08-16,161732.0,34634.0
2016-08-23,161195.0,33151.0
2016-08-30,180711.0,33294.0
2016-09-06,179044.0,35477.0
2016-09-13,133170.0,38005.0
2016-09-20,149491.0,29695.0
2016-09-27,167527.0,28847.0
2016-10-04,167220.0,28123.0
2016-10-11,159976.0,29038.0
2016-10-18,185435.0,26424.0
2016-10-25,192334.0,28496.0
2016-11-01,161292.0,29286.0
2016-11-08,127389.0,25955.0
2016-11-15,109331.0,37460.0
2016-11-22,118208.0,33725.0
2016-11-29,125095.0,35687.0
2016-12-06,100695.0,47950.0
2016-12-13,114505.0,36520.0
2016-12-20,114942.0,39570.0
2016-12-27,115827.0,32483.0
2017-01-03,118367.0,45252.0
2017-01-10,114795.0,34555.0
2017-01-17,122669.0,33907.0
2017-01-24,117638.0,29845.0
2017-01-31,131319.0,31652.0
2017-02-07,122650.0,31412.0
2017-02-14,120443.0,31990.0
2017-02-21,123899.0,44830.0
2017-02-28,128827.0,46023.0
2017-03-07,121163.0,47973.0
2017-03-14,120694.0,48517.0
2017-03-21,119657.0,43850.0
2017-03-28,127587.0,42915.0
2017-04-04,130640.0,37645.0
2017-04-11,134527.0,37865.0
2017-04-18,139230.0,34247.0
2017-04-25,152724.0,39312.0
2017-05-02,144839.0,40216.0
2017-05-09,135986.0,42361.0
2017-05-16,126383.0,49400.0
2017-05-23,119030.0,46131.0
2017-05-30,127245.0,47781.0
2017-06-06,147016.0,54581.0
2017-06-13,151062.0,48563.0
2017-06-20,125633.0,52941.0
2017-06-27,113943.0,60371.0
2017-07-03,106636.0,65895.0
2017-07-11,91946.0,60044.0
2017-07-18,103383.0,63511.0
2017-07-25,114401.0,60145.0
2017-08-01,115045.0,58020.0
2017-08-08,106671.0,62719.0
2017-08-15,109119.0,61862.0
2017-08-22,104217.0,64384.0
2017-08-29,107131.0,64592.0
2017-09-05,108065.0,62681.0
2017-09-12,110030.0,61751.0
2017-09-19,104624.0,64917.0
2017-09-26,101312.0,71407.0
2017-10-03,100054.0,69633.0
2017-10-10,109980.0,78673.0
2017-10-17,108412.0,77482.0
2017-10-24,109961.0,72888.0
2017-10-31,106898.0,63461.0
2017-11-07,95657.0,65232.0
2017-11-14,103179.0,74636.0
2017-11-21,93420.0,75404.0
2017-11-28,92270.0,84945.0
2017-12-05,104117.0,96994.0
2017-12-12,91845.0,83582.0
2017-12-19,89226.0,84482.0
2017-12-26,91939.0,88637.0
2018-01-02,98992.0,80344.0
2018-01-09,91782.0,74242.0
2018-01-16,99428.0,72413.0
2018-01-23,89223.0,72468.0
2018-01-30,94437.0,70605.0
2018-02-06,84835.0,69453.0
2018-02-13,70013.0,79243.0
2018-02-20,64216.0,71820.0
2018-02-27,60213.0,56694.0
2018-03-06,60673.0,54479.0
2018-03-13,69154.0,49983.0
2018-03-20,70520.0,58269.0
2018-03-27,73464.0,56724.0
2018-04-03,75430.0,91898.0
2018-04-10,72545.0,79220.0
2018-04-17,65125.0,72816.0
2018-04-24,57147.0,81794.0
2018-05-01,64798.0,78025.0
2018-05-08,61874.0,68074.0
2018-05-15,70496.0,70484.0
2018-05-22,62303.0,65743.0
2018-05-29,68363.0,61921.0
2018-06-05,71268.0,60409.0
2018-06-12,66489.0,58479.0
2018-06-19,76717.0,53761.0
2018-06-26,78840.0,65163.0
2018-07-03,91463.0,74664.0
2018-07-10,97863.0,76099.0
2018-07-17,105646.0,66886.0
2018-07-24,89143.0,56381.0
2018-07-31,94864.0,50857.0
2018-08-07,89683.0,52695.0
2018-08-14,86305.0,48525.0
2018-08-21,81483.0,50130.0
2018-08-28,89617.0,52702.0
2018-09-04,97153.0,53084.0
2018-09-11,86541.0,52058.0
2018-09-18,80831.0,51418.0
2018-09-25,87426.0,50375.0
2018-10-02,93045.0,56229.0
2018-10-09,77227.0,64900.0
2018-10-16,61770.0,60207.0
2018-10-23,71424.0,60967.0
2018-10-30,60466.0,50839.0
2018-11-06,52690.0,52977.0
2018-11-13,45000.0,50393.0
2018-11-20,50573.0,48005.0
2018-11-27,56407.0,43511.0
2018-12-04,41031.0,50608.0
2018-12-11,49628.0,51740.0
2018-12-18,53494.0,48870.0
2018-12-24,52287.0,41639.0
2018-12-31,37455.0,45290.0
2019-01-08,37981.0,42397.0
2019-01-15,35377.0,47539.0
2019-01-22,35947.0,48106.0
2019-01-29,36047.0,52267.0
2019-02-05,38268.0,58503.0
2019-02-12,38090.0,62530.0
2019-02-19,42198.0,67013.0
2019-02-26,48338.0,66548.0
2019-03-05,47128.0,66913.0
2019-03-12,54491.0,67175.0
2019-03-19,62747.0,59287.0
2019-03-26,61073.0,52637.0
2019-04-02,61438.0,52696.0
2019-04-09,61858.0,53002.0
2019-04-16,58934.0,65906.0
2019-04-23,62448.0,67584.0
2019-04-30,65009.0,65914.0
2019-05-07,56512.0,64525.0
2019-05-14,58362.0,46043.0
2019-05-21,63918.0,50192.0
2019-05-28,69757.0,51149.0
2019-06-04,61595.0,56337.0
2019-06-11,68983.0,55223.0
2019-06-18,74880.0,51339.0
2019-06-25,77954.0,53875.0
2019-07-02,70776.0,44414.0
2019-07-09,63475.0,43768.0
2019-07-16,75596.0,48371.0
2019-07-23,71556.0,46697.0
2019-07-30,76068.0,49533.0
2019-08-06,84962.0,44855.0
2019-08-13,74397.0,48607.0
2019-08-20,73318.0,48001.0
2019-08-27,71171.0,46980.0
2019-09-03,72194.0,46618.0
2019-09-10,73029.0,44721.0
2019-09-17,82314.0,46122.0
2019-09-24,69940.0,55167.0
2019-10-01,75237.0,47654.0
2019-10-08,66874.0,47976.0
2019-10-15,83596.0,49951.0
2019-10-22,84113.0,52588.0
2019-10-29,95838.0,54598.0
2019-11-05,92442.0,50121.0
2019-11-12,93342.0,52074.0
2019-11-19,89844.0,53673.0
2019-11-26,89683.0,54736.0
2019-12-03,70458.0,46867.0
2019-12-10,65478.0,51575.0
2019-12-17,65833.0,55924.0
2019-12-24,62915.0,48317.0
2019-12-31,71308.0,44373.0
2020-01-07,63980.0,46160.0
2020-01-14,68397.0,50187.0
2020-01-21,68723.0,57982.0
2020-01-28,71135.0,46103.0
2020-02-04,70636.0,47788.0
2020-02-11,74261.0,63486.0
2020-02-18,78573.0,57471.0
2020-02-25,83753.0,44545.0
2020-03-03,77350.0,45527.0
2020-03-10,72475.0,54315.0
2020-03-17,64957.0,40993.0
2020-03-24,62113.0,32926.0
2020-03-31,62166.0,38772.0
2020-04-07,58830.0,43996.0
2020-04-14,55359.0,53876.0
2020-04-21,58536.0,50342.0
2020-04-28,59350.0,48875.0
2020-05-05,58441.0,45595.0
2020-05-12,64944.0,56385.0
2020-05-19,60520.0,64535.0
2020-05-26,69589.0,65267.0
2020-06-02,68767.0,54366.0
2020-06-09,67721.0,55136.0
2020-06-16,73354.0,45966.0
2020-06-23,73417.0,32272.0
2020-06-30,78379.0,32104.0
2020-07-07,81675.0,34590.0
2020-07-14,79445.0,40942.0
2020-07-21,65747.0,47904.0
